Timestamp,Encoder Angle DXL1 (degrees),Encoder Angle DXL2 (degrees)
1729104576.7972205,150.06593406593407,216.7912087912088
1729104577.8243585,150.06593406593407,175.2967032967033
1729104578.8517387,150.06593406593407,148.13186813186812
1729104579.87597,150.06593406593407,148.13186813186812
1729104580.9025633,150.06593406593407,148.13186813186812
1729104581.9258938,150.06593406593407,148.13186813186812
1729104582.9476452,150.06593406593407,148.13186813186812
1729104583.9579241,150.06593406593407,148.13186813186812
1729104584.985427,151.73626373626374,148.13186813186812
1729104586.0194209,151.82417582417582,148.13186813186812
1729104587.030105,151.82417582417582,148.13186813186812
1729104588.0623655,151.82417582417582,148.13186813186812
1729104589.0908616,151.82417582417582,148.13186813186812
1729104590.1139638,151.82417582417582,148.13186813186812
1729104591.137439,151.82417582417582,148.13186813186812
1729104592.1558418,151.82417582417582,148.13186813186812
1729104593.173526,151.82417582417582,148.04395604395603
1729104594.2078435,151.82417582417582,148.13186813186812
1729104595.231539,151.82417582417582,148.13186813186812
1729104596.2496939,151.82417582417582,148.13186813186812
1729104597.2680883,151.82417582417582,148.13186813186812
1729104598.2924418,151.82417582417582,148.13186813186812
1729104599.3247054,151.82417582417582,148.13186813186812
1729104600.3410268,151.82417582417582,148.13186813186812
1729104601.3727176,151.82417582417582,148.13186813186812
1729104602.3966472,151.73626373626374,148.13186813186812
1729104603.4197202,151.82417582417582,148.13186813186812
1729104604.4406755,151.82417582417582,148.13186813186812
1729104605.4639935,151.82417582417582,148.13186813186812
1729104606.4837348,157.71428571428572,148.13186813186812
1729104607.5041268,161.84615384615384,148.13186813186812
1729104608.537823,167.3846153846154,148.13186813186812
1729104609.5569427,171.7802197802198,148.13186813186812
1729104610.585046,177.84615384615387,148.13186813186812
1729104611.6029155,183.7362637362637,148.13186813186812
1729104612.6289554,189.71428571428572,148.13186813186812
1729104613.6426468,195.86813186813185,148.13186813186812
1729104614.6778047,197.8021978021978,150.94505494505495
1729104615.702473,194.9010989010989,150.85714285714286
1729104616.7214293,188.13186813186815,150.85714285714286
1729104617.7498112,182.06593406593407,150.94505494505495
1729104618.773234,174.15384615384616,150.94505494505495
1729104619.7970402,168.0879120879121,150.94505494505495
1729104620.8096027,162.1098901098901,150.94505494505495
1729104621.8351872,154.37362637362637,150.94505494505495
1729104622.8601074,150.06593406593407,153.84615384615384
1729104623.8868535,151.73626373626374,153.84615384615384
1729104624.9016662,157.71428571428572,153.84615384615384
1729104625.9384294,164.3076923076923,153.84615384615384
1729104626.9585047,171.7802197802198,153.84615384615384
1729104627.9855034,179.69230769230768,153.84615384615384
1729104629.0088353,185.75824175824178,153.84615384615384
1729104630.0187538,193.75824175824175,153.84615384615384
1729104631.0454512,197.71428571428572,153.84615384615384
1729104632.0793974,197.8021978021978,156.83516483516485
1729104633.0991824,194.1098901098901,156.83516483516485
1729104634.125944,186.54945054945057,156.83516483516485
1729104635.1497893,180.13186813186815,156.83516483516485
1729104636.173425,172.13186813186815,156.92307692307693
1729104637.1967745,168.0879120879121,156.83516483516485
1729104638.2203295,162.1098901098901,156.92307692307693
1729104639.2440953,156.04395604395606,156.92307692307693
1729104640.2636795,152.0879120879121,156.83516483516485
1729104641.290742,150.06593406593407,156.92307692307693
1729104642.3046799,150.06593406593407,159.82417582417582
1729104643.3306422,151.82417582417582,159.82417582417582
1729104644.353972,157.71428571428572,159.82417582417582
1729104645.373443,163.78021978021977,159.82417582417582
1729104646.4018216,167.82417582417582,159.82417582417582
1729104647.4271536,167.82417582417582,159.82417582417582
1729104648.449439,169.75824175824175,159.82417582417582
1729104649.4774144,173.71428571428572,159.82417582417582
1729104650.4875984,175.82417582417582,159.82417582417582
1729104651.5214577,179.86813186813185,159.82417582417582
1729104652.5434124,181.80219780219778,159.82417582417582
1729104653.5612876,183.82417582417582,159.82417582417582
1729104654.581404,185.84615384615387,159.82417582417582
1729104655.606834,187.86813186813188,159.82417582417582
1729104656.6285386,189.8021978021978,159.82417582417582
1729104657.651967,191.82417582417582,159.82417582417582
1729104658.687119,193.84615384615384,159.82417582417582
1729104659.70727,195.78021978021977,159.82417582417582
1729104660.7359614,197.71428571428572,159.82417582417582
1729104661.747285,197.71428571428572,162.8131868131868
1729104662.7741194,197.8021978021978,162.8131868131868
1729104663.8015366,197.8021978021978,162.8131868131868
1729104664.824804,197.8021978021978,162.8131868131868
1729104665.8520913,197.8021978021978,162.8131868131868
1729104666.8790672,197.8021978021978,162.8131868131868
1729104667.8911831,197.8021978021978,162.8131868131868
1729104668.91913,197.8021978021978,162.8131868131868
1729104669.9469259,197.8021978021978,162.8131868131868
1729104670.958196,197.8021978021978,162.8131868131868
1729104671.9884443,197.8021978021978,162.8131868131868
1729104673.0169613,197.8021978021978,162.8131868131868
1729104674.0323634,197.8021978021978,162.8131868131868
1729104675.0657303,196.13186813186812,162.8131868131868
1729104676.0761192,196.13186813186812,162.8131868131868
1729104677.1103013,196.13186813186812,162.8131868131868
1729104678.1254063,196.2197802197802,162.8131868131868
1729104679.1616945,194.1098901098901,162.8131868131868
1729104680.1774251,194.1098901098901,162.8131868131868
1729104681.2034311,194.1098901098901,162.8131868131868
1729104682.2279692,194.1098901098901,162.8131868131868
1729104683.2494075,192.0879120879121,162.8131868131868
1729104684.2790756,192.0879120879121,162.8131868131868
1729104685.3021073,192.0879120879121,162.8131868131868
1729104686.317664,190.06593406593407,162.8131868131868
1729104687.3452184,190.06593406593407,162.8131868131868
1729104688.359198,190.06593406593407,162.8131868131868
1729104689.3958092,188.13186813186815,162.8131868131868
1729104690.4137068,188.13186813186815,162.8131868131868
1729104691.4302757,188.13186813186815,162.8131868131868
1729104692.454511,186.10989010989013,162.8131868131868
1729104693.4906669,186.19780219780222,162.8131868131868
1729104694.508281,186.10989010989013,162.8131868131868
1729104695.537429,186.10989010989013,162.8131868131868
1729104696.5490448,186.10989010989013,162.8131868131868
1729104697.572817,184.17582417582418,162.9010989010989
1729104698.594148,184.17582417582418,162.8131868131868
1729104699.6276038,184.08791208791206,162.8131868131868
1729104700.6483092,184.0,162.8131868131868
1729104701.6791658,182.06593406593407,162.8131868131868
1729104702.6896646,182.06593406593407,162.8131868131868
1729104703.7186267,182.06593406593407,162.8131868131868
1729104704.7420568,180.13186813186815,162.8131868131868
1729104705.7618592,180.13186813186815,162.8131868131868
1729104706.7937717,180.13186813186815,162.8131868131868
1729104707.8190353,178.1098901098901,162.8131868131868
1729104708.8439941,178.1098901098901,162.8131868131868
1729104709.8667068,178.1098901098901,162.8131868131868
1729104710.8775501,178.1098901098901,162.8131868131868
1729104711.8995523,178.1098901098901,162.8131868131868
1729104712.931763,176.0879120879121,162.8131868131868
1729104713.9598632,176.0879120879121,162.8131868131868
1729104714.9726799,176.0879120879121,162.8131868131868
1729104715.9938323,174.06593406593407,162.8131868131868
1729104717.0285432,174.06593406593407,162.8131868131868
1729104718.044082,174.06593406593407,162.8131868131868
1729104719.0757535,174.06593406593407,162.9010989010989
1729104720.0873945,172.04395604395606,162.8131868131868
1729104721.1173916,172.04395604395606,162.8131868131868
1729104722.1461632,172.04395604395606,162.8131868131868
1729104723.1726975,172.04395604395606,162.8131868131868
1729104724.1925604,170.1978021978022,162.8131868131868
1729104725.2084942,170.1098901098901,162.8131868131868
1729104726.235574,170.1098901098901,162.8131868131868
1729104727.2539072,170.1098901098901,162.8131868131868
1729104728.2812688,170.1098901098901,162.8131868131868
1729104729.3131297,170.1098901098901,162.8131868131868
1729104730.3344238,170.1098901098901,162.8131868131868
1729104731.3588006,170.1098901098901,162.8131868131868
