Timestamp,Encoder Angle DXL1 (degrees),Encoder Angle DXL2 (degrees)
1728832852.0988567,164.65934065934064,149.1868131868132
1728832852.6195416,151.12087912087912,149.1868131868132
1728832853.1543117,151.64835164835165,149.1868131868132
1728832853.6880007,152.6153846153846,149.1868131868132
1728832854.2049098,153.67032967032966,149.1868131868132
1728832854.7383986,154.63736263736263,149.1868131868132
1728832855.2571058,155.60439560439562,149.0989010989011
1728832855.7892544,156.74725274725276,149.1868131868132
1728832856.3174348,157.62637362637363,149.0989010989011
1728832856.8494895,158.6813186813187,149.1868131868132
1728832857.3738697,159.64835164835165,149.0989010989011
1728832857.9058995,160.7032967032967,149.0989010989011
1728832858.4262266,161.75824175824175,149.0989010989011
1728832858.9592617,162.72527472527472,149.0989010989011
1728832859.4911246,163.69230769230768,149.0989010989011
1728832860.010721,164.74725274725273,149.1868131868132
1728832860.5434084,165.7142857142857,149.0989010989011
1728832861.0768008,166.76923076923077,149.0989010989011
1728832861.594731,167.73626373626374,149.0989010989011
1728832862.1205125,168.7032967032967,149.0989010989011
1728832862.6481216,169.84615384615384,149.0989010989011
1728832863.180358,170.72527472527472,149.0989010989011
1728832863.7116673,171.7802197802198,149.0989010989011
1728832864.2433128,172.83516483516485,149.0989010989011
1728832864.7693553,173.71428571428572,149.1868131868132
1728832865.2931619,174.76923076923077,149.0989010989011
1728832865.816364,175.82417582417582,149.0989010989011
1728832866.3481913,176.7912087912088,149.0989010989011
1728832866.8758504,177.84615384615387,149.0989010989011
1728832867.4008396,178.8131868131868,149.0989010989011
1728832868.4191506,172.92307692307693,149.8021978021978
1728832868.954554,158.5054945054945,149.8021978021978
1728832869.4836485,151.64835164835165,149.8021978021978
1728832870.0126982,152.6153846153846,149.8021978021978
1728832870.5325966,153.67032967032966,149.8021978021978
1728832871.0729682,154.63736263736263,149.8021978021978
1728832871.5904002,155.60439560439562,149.8021978021978
1728832872.124255,156.74725274725276,149.8021978021978
1728832872.6547997,157.71428571428572,149.8021978021978
1728832873.1736286,158.6813186813187,149.8021978021978
1728832873.7079341,159.64835164835165,149.8021978021978
1728832874.2255733,160.7032967032967,149.8021978021978
1728832874.760721,161.75824175824175,149.8021978021978
1728832875.291211,162.72527472527472,149.8021978021978
1728832875.8098185,163.69230769230768,149.8021978021978
1728832876.3438845,164.74725274725273,149.8021978021978
1728832876.8746147,165.7142857142857,149.8021978021978
1728832877.3963907,166.76923076923077,149.8021978021978
1728832877.9294221,167.73626373626374,149.8021978021978
1728832878.4566734,168.7032967032967,149.8021978021978
1728832878.9813998,169.75824175824175,149.8021978021978
1728832879.5144715,170.72527472527472,149.8021978021978
