Timestamp,Encoder Angle DXL1 (degrees),Encoder Angle DXL2 (degrees)
1728832120.7169483,150.15384615384616,148.74725274725273
1728832122.743332,150.6813186813187,148.83516483516482
1728832124.7707548,151.64835164835165,148.83516483516482
1728832126.8015347,152.6153846153846,148.83516483516482
1728832128.8286734,153.67032967032966,148.83516483516482
1728832130.870208,154.63736263736263,148.83516483516482
1728832132.8917677,155.6923076923077,148.83516483516482
1728832134.9324813,156.74725274725276,148.83516483516482
1728832136.957543,157.62637362637363,148.83516483516482
1728832138.9979026,158.6813186813187,148.83516483516482
1728832141.0278583,159.73626373626374,148.83516483516482
1728832143.0596554,160.7032967032967,148.83516483516482
1728832145.0851035,161.75824175824175,148.83516483516482
1728832147.1241362,162.72527472527472,148.83516483516482
