Timestamp,Encoder Angle DXL1 (degrees),Encoder Angle DXL2 (degrees)
1728833498.608207,164.48351648351647,149.1868131868132
1728833499.1382134,152.0879120879121,149.1868131868132
1728833499.6565967,153.67032967032966,149.1868131868132
1728833500.1903248,155.6923076923077,149.1868131868132
1728833500.718657,157.62637362637363,149.0989010989011
1728833501.2505505,159.73626373626374,149.1868131868132
1728833501.7706187,161.75824175824175,149.0989010989011
1728833502.3065784,163.69230769230768,149.1868131868132
1728833502.8262656,165.7142857142857,149.1868131868132
1728833503.3593936,167.82417582417582,149.0989010989011
1728833503.888614,169.75824175824175,149.0989010989011
1728833504.408499,171.7802197802198,149.0989010989011
1728833504.945178,173.71428571428572,149.1868131868132
1728833505.461649,175.82417582417582,149.0989010989011
1728833506.0022705,177.93406593406593,149.1868131868132
1728833507.0152378,171.86813186813188,151.82417582417582
1728833507.548119,157.53846153846155,151.82417582417582
1728833508.0819535,153.67032967032966,151.73626373626374
1728833508.608772,155.6923076923077,151.82417582417582
1728833509.1336973,157.62637362637363,151.82417582417582
1728833509.6510959,159.73626373626374,151.82417582417582
1728833510.184544,161.75824175824175,151.82417582417582
1728833510.718624,163.69230769230768,151.82417582417582
1728833511.2360897,165.7142857142857,151.82417582417582
1728833511.7713695,167.73626373626374,151.82417582417582
1728833512.3035114,169.75824175824175,151.82417582417582
1728833512.82416,171.7802197802198,151.82417582417582
1728833513.3537037,173.71428571428572,151.82417582417582
1728833513.8723853,175.73626373626374,151.82417582417582
1728833514.4063723,177.93406593406593,151.82417582417582
1728833515.4312663,171.86813186813188,154.81318681318683
1728833515.9587898,157.53846153846155,154.81318681318683
1728833516.4917922,153.67032967032966,154.81318681318683
1728833517.0224214,155.60439560439562,154.72527472527474
1728833517.5380747,157.62637362637363,154.81318681318683
1728833518.0778613,159.73626373626374,154.81318681318683
1728833518.5951965,161.75824175824175,154.81318681318683
1728833519.1209695,163.69230769230768,154.81318681318683
1728833519.6608171,165.7142857142857,154.81318681318683
1728833520.179022,167.73626373626374,154.81318681318683
1728833520.7134025,169.75824175824175,154.81318681318683
1728833521.2298687,171.7802197802198,154.81318681318683
1728833521.7639947,173.71428571428572,154.81318681318683
1728833522.2974045,175.73626373626374,154.81318681318683
1728833522.8155344,177.93406593406593,154.81318681318683
1728833523.850517,171.86813186813188,157.8021978021978
1728833524.3759265,157.62637362637363,157.71428571428572
1728833524.902655,153.67032967032966,157.71428571428572
1728833525.4319677,155.6923076923077,157.8021978021978
1728833525.9627829,157.62637362637363,157.8021978021978
1728833526.4858553,159.64835164835165,157.8021978021978
1728833527.0110703,161.75824175824175,157.71428571428572
1728833527.5446742,163.69230769230768,157.8021978021978
1728833528.0728936,165.7142857142857,157.8021978021978
1728833528.6013038,167.73626373626374,157.8021978021978
1728833529.1291716,169.75824175824175,157.8021978021978
1728833529.6565294,171.7802197802198,157.8021978021978
1728833530.183952,173.71428571428572,157.8021978021978
1728833530.711537,175.82417582417582,157.8021978021978
1728833531.2391365,177.93406593406593,157.8021978021978
1728833532.2547998,171.86813186813188,160.7912087912088
1728833532.7856627,157.53846153846155,160.7912087912088
1728833533.3134296,153.67032967032966,160.7912087912088
1728833533.8463833,155.6923076923077,160.7912087912088
1728833534.3636777,157.71428571428572,160.7912087912088
1728833534.8993196,159.73626373626374,160.7912087912088
1728833535.4170067,161.75824175824175,160.7912087912088
1728833535.9490786,163.69230769230768,160.7912087912088
1728833536.4839027,165.7142857142857,160.7912087912088
1728833537.0008261,167.73626373626374,160.7912087912088
1728833537.5335505,169.75824175824175,160.7912087912088
1728833538.066935,171.6923076923077,160.7912087912088
1728833538.5845091,173.71428571428572,160.7912087912088
1728833539.1181443,175.82417582417582,160.7912087912088
1728833539.651617,177.93406593406593,160.7912087912088
1728833540.67288,171.86813186813188,163.69230769230768
1728833541.1901338,157.62637362637363,163.6043956043956
1728833541.7225442,153.67032967032966,163.69230769230768
1728833542.2577884,155.60439560439562,163.6043956043956
1728833542.7756138,157.71428571428572,163.69230769230768
1728833543.3152008,159.73626373626374,163.69230769230768
1728833543.8352635,161.75824175824175,163.69230769230768
1728833544.3622007,163.69230769230768,163.69230769230768
1728833544.8937447,165.7142857142857,163.6043956043956
1728833545.4272187,167.82417582417582,163.69230769230768
1728833545.942866,169.75824175824175,163.69230769230768
1728833546.477641,171.6923076923077,163.69230769230768
1728833546.995195,173.71428571428572,163.69230769230768
1728833547.5282369,175.82417582417582,163.69230769230768
1728833548.060767,177.84615384615387,163.69230769230768
1728833549.081257,171.95604395604397,166.85714285714286
1728833549.6157074,157.53846153846155,166.85714285714286
1728833550.1376255,153.67032967032966,166.85714285714286
1728833550.6666949,155.6923076923077,166.85714285714286
1728833551.2000792,157.62637362637363,166.85714285714286
1728833551.71809,159.73626373626374,166.85714285714286
1728833552.2519603,161.75824175824175,166.85714285714286
1728833552.7687895,163.69230769230768,166.85714285714286
1728833553.3018935,165.7142857142857,166.85714285714286
1728833553.8352284,167.73626373626374,166.85714285714286
1728833554.3546515,169.75824175824175,166.85714285714286
1728833554.8897302,171.7802197802198,166.85714285714286
1728833555.4192128,173.71428571428572,166.85714285714286
1728833555.938582,175.73626373626374,166.85714285714286
1728833556.4718432,177.93406593406593,166.85714285714286
1728833557.492479,171.95604395604397,169.75824175824175
1728833558.0263865,157.53846153846155,169.84615384615384
1728833558.543956,153.67032967032966,169.84615384615384
1728833559.076836,155.60439560439562,169.84615384615384
1728833559.6110916,157.62637362637363,169.84615384615384
1728833560.1289852,159.73626373626374,169.84615384615384
1728833560.66475,161.75824175824175,169.84615384615384
1728833561.1945221,163.69230769230768,169.84615384615384
1728833561.7211785,165.7142857142857,169.75824175824175
1728833562.2450144,167.82417582417582,169.84615384615384
1728833562.7790532,169.84615384615384,169.84615384615384
1728833563.2977614,171.6923076923077,169.84615384615384
1728833563.831727,173.71428571428572,169.84615384615384
1728833564.3635595,175.82417582417582,169.84615384615384
1728833564.8827631,177.93406593406593,169.84615384615384
1728833565.9036362,171.86813186813188,172.83516483516485
1728833566.4364822,157.53846153846155,172.83516483516485
1728833566.969523,153.67032967032966,172.83516483516485
1728833567.4963472,155.6923076923077,172.83516483516485
1728833568.0207298,157.62637362637363,172.83516483516485
1728833568.5532846,159.73626373626374,172.83516483516485
1728833569.0795717,161.75824175824175,172.83516483516485
1728833569.6050625,163.69230769230768,172.83516483516485
1728833570.1221955,165.7142857142857,172.83516483516485
1728833570.6555283,167.82417582417582,172.83516483516485
1728833571.1896448,169.75824175824175,172.83516483516485
1728833571.7159224,171.6923076923077,172.83516483516485
1728833572.2408638,173.71428571428572,172.83516483516485
1728833572.766434,175.73626373626374,172.83516483516485
1728833573.3015018,177.93406593406593,172.83516483516485
1728833574.3313153,171.86813186813188,175.82417582417582
1728833574.8550677,157.45054945054946,175.82417582417582
1728833575.3796084,153.75824175824175,175.82417582417582
1728833575.9063427,155.6923076923077,175.9120879120879
1728833576.4383204,157.62637362637363,175.82417582417582
1728833576.9587085,159.64835164835165,175.9120879120879
1728833577.4799907,161.75824175824175,175.9120879120879
1728833578.0151732,163.69230769230768,175.9120879120879
1728833578.5486596,165.7142857142857,175.9120879120879
1728833579.0669606,167.73626373626374,175.9120879120879
1728833579.599444,169.84615384615384,175.9120879120879
1728833580.1328433,171.7802197802198,175.9120879120879
1728833580.6514466,173.71428571428572,175.9120879120879
1728833581.185906,175.82417582417582,175.9120879120879
1728833581.702303,178.02197802197804,175.9120879120879
1728833582.7391589,171.86813186813188,178.8131868131868
1728833583.2561557,157.62637362637363,178.8131868131868
1728833583.788686,153.67032967032966,178.8131868131868
1728833584.3219566,155.60439560439562,178.8131868131868
1728833584.8400183,157.62637362637363,178.8131868131868
1728833585.373674,159.64835164835165,178.8131868131868
1728833585.9072804,161.75824175824175,178.8131868131868
1728833586.42396,163.69230769230768,178.8131868131868
1728833586.951015,165.7142857142857,178.8131868131868
1728833587.4761508,167.73626373626374,178.8131868131868
1728833588.0096622,169.84615384615384,178.8131868131868
1728833588.5425503,171.6923076923077,178.8131868131868
1728833589.0610437,173.71428571428572,178.8131868131868
1728833589.601658,175.82417582417582,178.8131868131868
1728833590.1285274,178.02197802197804,178.8131868131868
1728833591.1532297,171.86813186813188,181.80219780219778
1728833591.6743693,157.53846153846155,181.80219780219778
1728833592.1990008,153.67032967032966,181.80219780219778
1728833592.736623,155.6923076923077,181.80219780219778
1728833593.2601244,157.71428571428572,181.80219780219778
1728833593.7899134,159.64835164835165,181.80219780219778
1728833594.3156395,161.75824175824175,181.80219780219778
1728833594.8368208,163.69230769230768,181.80219780219778
1728833595.371562,165.7142857142857,181.80219780219778
1728833595.9000523,167.82417582417582,181.80219780219778
1728833596.4218578,169.84615384615384,181.80219780219778
1728833596.9578836,171.7802197802198,181.80219780219778
1728833597.4729922,173.71428571428572,181.80219780219778
1728833597.9997408,175.82417582417582,181.80219780219778
1728833598.5389297,178.02197802197804,181.80219780219778
1728833599.5525665,171.86813186813188,184.7032967032967
1728833600.079107,157.53846153846155,184.7032967032967
1728833600.6097612,153.67032967032966,184.7032967032967
1728833601.143179,155.6923076923077,184.79120879120876
1728833601.676453,157.62637362637363,184.7032967032967
1728833602.1947324,159.73626373626374,184.79120879120876
1728833602.7201219,161.75824175824175,184.79120879120876
1728833603.2549183,163.69230769230768,184.79120879120876
1728833603.7881906,165.7142857142857,184.79120879120876
1728833604.3140457,167.73626373626374,184.79120879120876
1728833604.8317769,169.75824175824175,184.79120879120876
1728833605.3647115,171.7802197802198,184.79120879120876
1728833605.8933506,173.71428571428572,184.79120879120876
1728833606.4160433,175.82417582417582,184.79120879120876
1728833606.9494073,177.93406593406593,184.79120879120876
1728833607.969453,171.86813186813188,187.7802197802198
1728833608.501737,157.53846153846155,187.86813186813188
1728833609.0199964,153.75824175824175,187.86813186813188
1728833609.5530176,155.60439560439562,187.86813186813188
1728833610.0866747,157.62637362637363,187.86813186813188
1728833610.6073,159.73626373626374,187.86813186813188
1728833611.1374226,161.75824175824175,187.86813186813188
1728833611.6726522,163.6043956043956,187.86813186813188
1728833612.1897383,165.7142857142857,187.86813186813188
1728833612.7245488,167.73626373626374,187.86813186813188
1728833613.2424977,169.84615384615384,187.86813186813188
1728833613.7747374,171.6923076923077,187.86813186813188
1728833614.3075647,173.8021978021978,187.86813186813188
1728833614.8265018,175.82417582417582,187.86813186813188
1728833615.3583539,178.02197802197804,187.86813186813188
1728833616.3941348,171.86813186813188,190.85714285714286
1728833616.9080837,157.53846153846155,190.85714285714286
1728833617.4470716,153.67032967032966,190.85714285714286
1728833617.9638047,155.6923076923077,190.85714285714286
1728833618.4983253,157.71428571428572,190.85714285714286
1728833619.0298166,159.73626373626374,190.85714285714286
1728833619.5492978,161.75824175824175,190.85714285714286
1728833620.0811822,163.69230769230768,190.85714285714286
1728833620.599801,165.7142857142857,190.85714285714286
1728833621.1352,167.73626373626374,190.85714285714286
1728833621.666425,169.84615384615384,190.85714285714286
1728833622.1871257,171.7802197802198,190.85714285714286
1728833622.7167542,173.71428571428572,190.85714285714286
1728833623.247507,175.82417582417582,190.85714285714286
1728833623.767987,177.93406593406593,190.85714285714286
1728833624.8039942,171.86813186813188,193.84615384615384
1728833625.3222578,157.62637362637363,193.84615384615384
1728833625.855779,153.75824175824175,193.84615384615384
1728833626.3728716,155.6923076923077,193.84615384615384
1728833626.9079542,157.62637362637363,193.84615384615384
1728833627.439515,159.73626373626374,193.84615384615384
1728833627.9585128,161.75824175824175,193.84615384615384
1728833628.48478,163.69230769230768,193.84615384615384
1728833629.0176437,165.7142857142857,193.84615384615384
1728833629.542616,167.82417582417582,193.84615384615384
1728833630.0758078,169.75824175824175,193.84615384615384
1728833630.604758,171.7802197802198,193.93406593406593
1728833631.1289148,173.71428571428572,193.84615384615384
1728833631.6632833,175.82417582417582,193.93406593406593
1728833632.1783102,178.02197802197804,193.93406593406593
