Timestamp,Encoder Angle DXL1 (degrees),Encoder Angle DXL2 (degrees)
1728833155.1154583,164.83516483516482,149.27472527472528
1728833155.6549733,151.12087912087912,149.1868131868132
1728833156.1695328,151.64835164835165,149.1868131868132
1728833156.710909,152.6153846153846,149.1868131868132
1728833157.2301533,153.67032967032966,149.1868131868132
1728833157.7533102,154.63736263736263,149.1868131868132
1728833158.2958682,155.6923076923077,149.1868131868132
1728833158.8194304,156.65934065934067,149.1868131868132
1728833159.3389087,157.62637362637363,149.1868131868132
1728833159.872936,158.76923076923077,149.1868131868132
1728833160.4067533,159.64835164835165,149.1868131868132
1728833160.9240754,160.7032967032967,149.1868131868132
1728833161.4584916,161.75824175824175,149.1868131868132
1728833161.9759297,162.72527472527472,149.1868131868132
1728833162.5082984,163.69230769230768,149.1868131868132
1728833163.0413833,164.83516483516482,149.1868131868132
1728833163.5587099,165.7142857142857,149.1868131868132
1728833164.0938907,166.76923076923077,149.1868131868132
1728833164.6269424,167.73626373626374,149.1868131868132
1728833165.1430786,168.7032967032967,149.27472527472528
1728833165.6781971,169.75824175824175,149.1868131868132
1728833166.2110708,170.72527472527472,149.1868131868132
1728833166.727614,171.7802197802198,149.1868131868132
1728833167.2644746,172.74725274725276,149.1868131868132
1728833167.7810194,173.71428571428572,149.1868131868132
1728833168.3137856,174.85714285714286,149.1868131868132
1728833168.8482585,175.82417582417582,149.1868131868132
1728833169.370518,176.7912087912088,149.1868131868132
1728833169.8986478,177.84615384615387,149.1868131868132
1728833170.4324043,178.8131868131868,149.1868131868132
1728833171.4518712,172.92307692307693,149.8021978021978
1728833171.9845684,158.5054945054945,149.8021978021978
1728833172.50287,151.73626373626374,149.8021978021978
1728833173.0383914,152.6153846153846,149.8021978021978
1728833173.554897,153.67032967032966,149.8021978021978
1728833174.092568,154.72527472527474,149.8021978021978
1728833174.6214569,155.60439560439562,149.8021978021978
1728833175.1458716,156.74725274725276,149.8021978021978
1728833175.6672595,157.62637362637363,149.8021978021978
1728833176.2057748,158.76923076923077,149.8021978021978
1728833176.7238438,159.73626373626374,149.8021978021978
1728833177.2576685,160.7032967032967,149.8021978021978
